"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"743",508,"23","23.1004","Saint Joe Wild and Scenic River","Saint Joe","Saint Joe River","Wild",NA,NA,"","","BLM","","","","","","","","Idaho","","","",NA,"","Benewah, Kootenai, Shoshone",1.28501134580956
"744",509,"23","23.2001","Saint Joe Wild and Scenic River","Saint Joe","Saint Joe River","Wild",26.6,66.3,"Saint Joe Lake","Spruce Tree Campground","USFS","No","Yes","No","No","Yes","Yes","Yes","Idaho","Water Quality","","Fish, Recreation, Scenery, Wildlife, Water Quality",NA," IDAHO PANHANDLE NATIONAL FORESTS, CLEARWATER NATIONAL FOREST","SHOSHONE",0.526601622639471
"745",599,"5","5.2004","Rogue Wild and Scenic River","Rogue","Rogue River","Recreational",7.1,37.5,"Slide Creek","Lobster Creek Bridge","USFS","No","Yes","No","No","Yes","Yes","No","Oregon","","","Fish, Recreation, Scenery",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.126687229569436
"746",600,"50","50.1001","Unalakleet Wild and Scenic River","Unalakleet","Unalakleet River","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","Alaska","","","",NA,"","",2.0348549225213
"747",601,"51","51.2001","Verde Wild and Scenic River","Verde","Verde River","Scenic",18.3,40.5,"Section line between section 26 and 27, T13N, R5E","Mazatzal Wilderness Boundary in section 11, T11N, R6E","USFS","Yes","Yes","No","Yes","No","Yes","Yes","Arizona","","","Cultural, Fish, Historic, Scenery, Wildlife",NA," COCONINO NATIONAL FOREST, PRESCOTT NATIONAL FOREST, TONTO NATIONAL FOREST","GILA",0.295696278957428
"748",602,"51","51.2002","Verde Wild and Scenic River","Verde","Verde River","Wild",22.2,40.5,"Mazatzal Wilderness Boundary in section 11, T11N, R6E","Confluence with Red Creek in section 34, T9 1/2, R6E","USFS","Yes","Yes","No","Yes","No","Yes","Yes","Arizona","","","Cultural, Fish, Historic, Scenery, Wildlife",NA," COCONINO NATIONAL FOREST, PRESCOTT NATIONAL FOREST, TONTO NATIONAL FOREST","YAVAPAI, GILA",0.354105763740087
"749",603,"52","52.2001","Au Sable Wild and Scenic River","Au Sable","Au Sable River","Scenic",23,23,"Project boundary of Mio Pond Project","Project boundary at Alcona Pond Project","USFS","No","Yes","No","Yes","Yes","Yes","Yes","Michigan","","","Fish, Historic, Recreation, Scenery, Wildlife",NA," HURON MANISTEE NATIONAL FOREST","ALCONA, OSCODA",0.39196082733044
"750",604,"53","53.1001","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","California","","","",NA,"","",0.0136344081735209
"751",605,"53","53.2001","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",5,29,"Yosemite National Park Boundary ","Early Intake","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.102230841601249
"752",721,"96","96.1001","Powder Wild and Scenic River","Powder","Powder River","Scenic",NA,NA,"","","BLM","Yes","Yes","No","No","Yes","Yes","No","Oregon","Pre-Historic","","Cultural, Fish, Recreation, Scenery, Pre-Historic",NA,"","",0.202427709220538
"753",722,"97","97.1001","Quartzville Creek Wild and Scenic River","Quartzville Creek","Quartzville Creek","Recreational",NA,NA,"","","BLM","No","No","No","No","Yes","Yes","No","Oregon","","","Recreation, Scenery",NA,"","",0.168095963942496
"754",771,"SD20","SD20.3004","Westfield Wild and Scenic River","Westfield","Windsor Jambs Brook","Scenic",NA,NA,"1.3 miles from confluence","Confluence of Upper East Branch","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.2","Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.0253098876348784
"755",772,"SD20","SD20.3005","Westfield Wild and Scenic River","Westfield","Upper East Branch Westfield River","Scenic",NA,NA,"Windsor/ Cummington town line","Confluence of East Branch","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.2","Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.118658378199997
"756",773,"SD20","SD20.3006","Westfield Wild and Scenic River","Westfield","East Branch Westfield River","Recreational",NA,NA,"Confluence with Sykes Brook","Confluence of the West Branch","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Massachusetts","Ecology","SD20.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife, Ecologic",NA,"","",0.0665944243998615
"757",510,"23","23.2002","Saint Joe Wild and Scenic River","Saint Joe","Saint Joe River","Recreational",39.7,66.3,"Spruce Tree Campground","Confluence with North Fork Saint Joe River","USFS","No","Yes","No","No","Yes","Yes","Yes","Idaho","Water Quality","","Fish, Recreation, Scenery, Wildlife, Water Quality",NA," IDAHO PANHANDLE NATIONAL FORESTS, CLEARWATER NATIONAL FOREST","SHOSHONE",0.762707930855184
"758",511,"24","24.2001","Salmon Wild and Scenic River","Salmon","Salmon River","Recreational",46,125,"Mouth of North Fork Salmon","Corn Creek","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Idaho","Botany, Traditional Cultural Use, Water Quality","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Botany, Traditional Cultural Use, Water Quality",NA," BITTERROOT NATIONAL FOREST, NEZ PERCE NATIONAL FOREST, PAYETTE NATIONAL FOREST, SALMON-CHALLIS NATIONAL FOREST","IDAHO, LEMHI",0.850415050623244
"759",512,"24","24.2002","Salmon Wild and Scenic River","Salmon","Salmon River","Wild",79,125,"Corn Creek","Long Tom Bar","214","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Idaho","Botany, Traditional Cultural Use, Water Quality","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Botany, Traditional Cultural Use, Water Quality",NA," BITTERROOT NATIONAL FOREST, NEZ PERCE NATIONAL FOREST, PAYETTE NATIONAL FOREST, SALMON-CHALLIS NATIONAL FOREST","IDAHO, LEMHI",1.42921344335409
"760",513,"44","44.3001","Alagnak Wild and Scenic River","Alagnak","Alagnak River","Wild",NA,NA,"boundary of the Katmai National Preserve","Alagnak to the west boundary of T13S, R43W","NPS","Yes","Yes","No","No","Yes","Yes","Yes","Alaska","","25.1","Cultural, Fish, Recreation, Scenic, Wildlife",NA,"Alagnak Wild River","",0.75112051973131
"761",514,"25","25.3002","Alagnak Wild and Scenic River","Alagnak","Alagnak River","Wild",NA,NA,"Alagnak From Kukaklek Lake","Confluence with the Nonvianuk River","NPS","Yes","Yes","No","No","Yes","No","Yes","Alaska","","25.2","Cultural, Fish, Recreation, Wildlife",NA,"Katmai National Preserve","",0.434416854042728
"762",515,"25","25.3003","Alagnak Wild and Scenic River","Alagnak","Nonvianuk River","Wild",NA,NA,"Headwaters ","Confluence with the Alagnak River","NPS","Yes","Yes","No","No","Yes","No","Yes","Alaska","","25.2","Cultural, Fish, Recreation, Wildlife",NA,"Katmai National Preserve","",0.28211705613304
"763",516,"26","26.3001","Alatna Wild and Scenic River","Alatna","Alatna River","Wild",NA,NA,"The main stem within Gates of the Arctic National Park.","The main stem within Gates of the Arctic National Park.","NPS","No","No","No","No","Yes","Yes","No","Alaska","","26.1","Recreation, Scenic",NA,"Gates of the Arctic National Park","",2.44347547034798
"764",517,"27","27.3001","Aniakchak Wild and Scenic River","Aniakchak","Aniakchak River","Wild",NA,NA,"headwaters within Aniakchak National Monument and Preserve","Confluence with Albert Johnson Creek","NPS","No","Yes","Yes","No","Yes","Yes","No","Alaska","Ecology","27.1","Fish, Geologic, Recreation, Scenic, Ecologic",NA,"Aniakchak National Preserve","",0.496820154301126
"765",606,"53","53.2002","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Recreational",1,29,"Early Intake","Cherry Creek","USFS","Yes","No","No","Yes","Yes","No","Yes","California","Ecology","","Cultural, Historic, Recreation, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0230846761724889
"766",607,"53","53.2003","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",4,29,"Cherry Creek","Approximately one mile above Lumsden Bridge","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0718850393650249
"767",608,"53","53.2004","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Scenic",4,29,"Approximately one mile upstream from Lumsden Bridge","One mile below Merals Pool","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0701818776189721
"768",609,"53","53.2005","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",4,29,"One mile below Merals Pool","Clavey River","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0705236729186252
"769",610,"53","53.2006","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",3,29,"Clavey River","Indian Creek","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0479779388705041
"770",611,"53","53.2007","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",6,29,"Indian Creek","Mohican Mine","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0983898124514621
"771",723,"66","66.2012","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Braziel Creek","Wild",4.9,61.4,"Braziel Creek - Section 12, T8S, R9W","Confluence with Borden Creek","USFS","No","No","Yes","No","Yes","Yes","No","Alabama","","","Geologic, Recreation, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.0865849151281335
"772",724,"66","66.2013","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Hagood Creek","Wild",2.8,61.4,"Hogood Creek - Unnamed tributary in section 7, T8S, R8W","Confluence with Braziel Creek","USFS","No","No","Yes","No","Yes","Yes","No","Alabama","","","Geologic, Recreation, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.0460047638484098
"773",774,"70","70.2006","Clackamas Wild and Scenic River","Clackamas","Clackamas River","Recreational",14.5,47,"South of Indian Henry Campground","Big Cliff","USFS","Yes","Yes","No","No","Yes","No","Yes","Oregon","Ecology","","Cultural, Fish, Recreation, Wildlife, Ecology",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.265188672288282
"774",775,"71","71.2001","Crescent Creek Wild and Scenic River","Crescent Creek","Crescent Creek","Recreational",10,10,"SW 1/4 of section 11, T24S, R6E","West section line of section 13, T24S, R7E","USFS","No","No","No","No","No","Yes","No","Oregon","","","Scenery",NA," DESCHUTES NATIONAL FOREST","KLAMATH",0.186462215223515
"775",776,"72","72.1001","Crooked Wild and Scenic River","Crooked","Lower Crooked River","Recreational",NA,NA,"","","BLM","No","No","Yes","No","Yes","Yes","Yes","Oregon","Hydrology, Botanical/ Ecological","","Geologic, Recreation, Scenery, Wildlife, Hydrology, Botanical/ Ecological",NA,"","",0.164814159329909
"776",518,"27","27.3002","Aniakchak Wild and Scenic River","Aniakchak","Aniakchak River","Wild",NA,NA,"Confluence with Albert Johnson Creek","boarders of Aniakchak National Monument and Preserve","NPS","No","Yes","Yes","No","Yes","Yes","No","Alaska","Ecology","27.2","Fish, Geologic, Recreation, Scenic, Ecologic",NA,"Aniakchak National Preserve","",0.325626164862058
"777",519,"27","27.3003","Aniakchak Wild and Scenic River","Aniakchak","Albert Johnson Creek","Wild",NA,NA,"Headwaters","Confluence with Aniakchak National Monument Preserve","NPS","No","No","Yes","No","No","No","No","Alaska","Ecology","27.3","Geologic, Ecologic",NA,"Aniakchak National Preserve","",0.311039005594255
"778",520,"27","27.3004","Aniakchak Wild and Scenic River","Aniakchak","Mystery Creek","Wild",NA,NA,"headwaters","confluence with Aniakchak National Monument and Preserve","NPS","No","No","Yes","No","No","No","No","Alaska","Ecology","27.3","Geologic, Ecologic",NA,"Aniakchak National Preserve","",0.169533873442785
"779",521,"27","27.3005","Aniakchak Wild and Scenic River","Aniakchak","North Fork Aniakchak River","Wild",NA,NA,"headwaters","confluence with Aniakchak National Monument and Preserve","NPS","No","No","Yes","No","No","No","No","Alaska","Ecology","27.3","Geologic, Ecologic",NA,"Aniakchak National Preserve","",0.262915163294367
"780",612,"53","53.2008","Tuolumne Wild and Scenic River","Tuolumne","Tuolumne River","Wild",2,29,"Mohican Mine","Bureau of Land Management Boundary","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","California","Ecology","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Ecology",NA," STANISLAUS NATIONAL FOREST","TUOLUMNE",0.0152022723723159
"781",613,"48","48.1008","Fortymile Wild and Scenic River","Fortymile","Logging Cabin Creek","Scenic",NA,NA,"","","BLM","No","No","No","No","No","Yes","No","Alaska","","","Scenery",NA,"","",0.363892222868066
"782",614,"48","48.1009","Fortymile Wild and Scenic River","Fortymile","West Fork Dennison Fork","Scenic",NA,NA,"","","BLM","No","No","No","No","Yes","Yes","No","Alaska","","","Recreation, Scenery",NA,"","",0.330233527819083
"783",725,"67","67.2001","Wildcat Wild and Scenic River","Wildcat","Wildcat River","Scenic",8.9,14.5,"Headwaters - Wildcat River from height of land in Carter Notch, Wildcat Brook from source easts of the Wildcat Ski Area gondola, and Bog Brook from height of land at Perkins Notch","Wildcat River to White Mountain National Forest boundary, Wildcat Brook to its confluence with Wildcat River, and Bog Brook to its Confluence with Wildcat River","USFS","No","No","No","No","Yes","Yes","No","New Hampshire","","","Recreation, Scenery",NA," WHITE MOUNTAIN NATIONAL FOREST","CARROLL, COOS",0.157794886552988
"784",726,"67","67.2002","Wildcat Wild and Scenic River","Wildcat","Wildcat River","Scenic",4.8,14.5,"Wildcat River from White Mountain National Forest Boundary and Great Brook from the Route 16B Bridge at Whitney Pond","Wildcat River to Valley Crossroad Bridge above Jackson Falls and Great Brook to its confluence with Wildcat River","USFS","No","No","No","Yes","Yes","Yes","No","New Hampshire","","","Historic, Recreation, Scenery",NA," WHITE MOUNTAIN NATIONAL FOREST","CARROLL",0.0893453608106594
"785",727,"67","67.2003","Wildcat Wild and Scenic River","Wildcat","Wildcat River","Recreational",0.8,14.5,"Valley Crossroad Bridge above Jackson Falls","Confluence with Ellis River","USFS","No","No","No","Yes","Yes","Yes","No","New Hampshire","","","Historic, Recreation, Scenery",NA," WHITE MOUNTAIN NATIONAL FOREST","CARROLL",0.0114503408615288
"786",777,"72","72.1002","Crooked Wild and Scenic River","Crooked","Lower Crooked River","Recreational",NA,NA,"","","BLM","No","Yes","No","No","Yes","Yes","No","Oregon","","","Fish, Recreation, Scenery",NA,"","",0.244122794093172
"787",778,"73","73.1001","Deschutes Wild and Scenic River","Deschutes","Middle Deschutes River","Scenic",NA,NA,"","","BLM","Yes","Yes","Yes","No","Yes","Yes","Yes","Oregon","Hydrology, Botanical/ Ecological, Wilderness","","Cultural, Fish, Geologic, Recreation, Scenery, Wildlife, Hydrology, Botanical/ Ecological, Wilderness",NA,"","",0.33271545462659
"788",779,"73","73.1002","Deschutes Wild and Scenic River","Deschutes","Lower Deschutes River","Recreational",NA,NA,"","","BLM","Yes","Yes","Yes","No","Yes","Yes","Yes","Oregon","Botanical","","Cultural, Fish, Geologic, Recreation, Scenery, Wildlife, Botanical",NA,"","",1.72501906134296
"789",780,"73","73.2001","Deschutes Wild and Scenic River","Deschutes","Upper Deschutes River","Recreational",40.4,54.4,"Wickiup Dam","Northern boundary of Sunriver, SW 1/4 of section 20, T19S, R11E","USFS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Oregon","Botany","","Cultural, Fish, Geologic, Historic, Recreation, Scenery, Wildlife, Botany",NA," DESCHUTES NATIONAL FOREST","DESCHUTES",0.704857199682216
"790",522,"27","27.3006","Aniakchak Wild and Scenic River","Aniakchak","Hidden Creek","Wild",NA,NA,"headwaters","confluence with Aniakchak National Monument and Preserve","NPS","No","No","Yes","No","No","No","No","Alaska","Ecology","27.3","Geologic, Ecologic",NA,"Aniakchak National Monument","",0.151388358385626
"791",523,"28","28.3001","Charley Wild and Scenic River","Charley","Charley River","Wild",NA,NA,"headwaters","end of river","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",2.75937614744481
"792",524,"28","28.3002","Charley Wild and Scenic River","Charley","Moraine Creek","Wild",NA,NA,"headwaters","confluence with Cresent Creek","NPS","Yes","No","No","No","Yes","No","No","Alaska","","28.1","Cultural, Recreation",NA,"Yukon-Charley Rivers National Preserve","",0.128372134334149
"793",525,"34","34.3001","North Fork Koyukuk Wild and Scenic River","North Fork Koyukuk","North Fork Koyukuk River","Wild",NA,NA,"The segment within Gates of the Arctic National Park.","The segment within Gates of the Arctic National Park.","NPS","Yes","No","No","Yes","Yes","Yes","No","Alaska","","34.1","Cultural, Historic, Recreation, Scenic",NA,"Gates of the Arctic National Park","",2.9738260180702
"794",526,"35","35.3001","Salmon Wild and Scenic River","Salmon","Salmon River","Wild",NA,NA,"The segment within the Kobuk Valley National Park.","The segment within the Kobuk Valley National Park.","NPS","Yes","No","No","No","Yes","No","Yes","Alaska","","35.1","Cultural, Recreation, Wildlife",NA,"Kobuk Valley National Park","",1.9349261931477
"795",527,"36","36.3001","Tinayguk Wild and Scenic River","Tinayguk","Tinayguk River","Wild",NA,NA,"The segment within Gates of the Arctic National Park.","The segment within Gates of the Arctic National Park.","NPS","No","No","No","No","Yes","No","No","Alaska","","36.1","Recreation",NA,"Gates of the Arctic National Park","",1.43515888764178
"796",528,"37","37.3001","Tlikakila Wild and Scenic River","Tlikakila","Tlikakila River","Wild",NA,NA,"The segment within Lake Clark National Park.","The segment within Lake Clark National Park.","NPS","No","Yes","Yes","Yes","Yes","Yes","Yes","Alaska","","37.1","Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"Lake Clark National Park","",1.36280633690521
"797",529,"38","38.4001","Andreafsky Wild and Scenic River","Andreafsky","Andreafsky River","Wild",NA,NA,"Source and headwaters","boundary of Yukon Delta National Wildlife Refuge","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",3.0195413895403
"798",530,"38","38.4002","Andreafsky Wild and Scenic River","Andreafsky","East Fork Andreafsky River","Wild",NA,NA,"Source of East Fork","boundary of Yukon Delta National Wildlife Refuge","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",3.15583941325865
"799",531,"39","39.4001","Ivishak Wild and Scenic River","Ivishak","Ivishak River","Wild",NA,NA,"source at Porcupine Lake","boundary of Arctic National Wildlife Range","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",1.81180456377962
"800",532,"39","39.4002","Ivishak Wild and Scenic River","Ivishak","Unnamed Tributary - Ivishak River","Wild",NA,NA,"source","confluence with main stem","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",0.28548484513018
"801",615,"48","48.1010","Fortymile Wild and Scenic River","Fortymile","Dennison Fork","Scenic",NA,NA,"","","BLM","No","No","No","No","Yes","Yes","Yes","Alaska","","","Recreation, Scenery, Wildlife",NA,"","",0.427605957022446
"802",616,"48","48.1011","Fortymile Wild and Scenic River","Fortymile","Mosquito Fork","Wild",NA,NA,"","","BLM","No","No","No","No","No","Yes","No","Alaska","","","Scenery",NA,"","",0.940602271966585
"803",728,"68","68.2001","Big Marsh Wild and Scenic River","Big Marsh","Big Marsh Creek","Recreational",15,15,"NE 1/4 of section 15, T26S, R6E","Confluence with Crescent Creek, in NE 1/4 of section 20, T24S, R7E","USFS","No","No","Yes","No","No","Yes","No","Oregon","","","Geologic, Scenery",NA," DESCHUTES NATIONAL FOREST","KLAMATH",0.29014640415145
"804",729,"69","69.2001","Chetco Wild and Scenic River","Chetco","Chetco River","Wild",25.5,44.5,"Headwaters ","Boulder Creek at Kalmiopsis Wilderness Boundary.  The DN (1993) recommended modified termini between each segment.  The boundary forwarded to Congress reflected this change.  Need to make a technical amendment to WSRA to reflect.","USFS","No","Yes","No","No","Yes","No","No","Oregon","Water Quality","","Fish, Recreation, Water Quality",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.445458992792228
"805",730,"69","69.2002","Chetco Wild and Scenic River","Chetco","Chetco River","Scenic",8,44.5,"Boulder Creek ","Steel Bridge. The DN (1993) recommended modified termini between each segment.  The boundary forwarded to Congress reflected this change.  Need to make a technical amendment to WSRA to reflect. ","USFS","No","No","No","No","No","No","No","Oregon","","","",NA," ROGUE RIVER-SISKIYOU NATIONAL FOREST","CURRY",0.169759528998974
"806",731,"98","98.2001","Roaring Wild and Scenic River","Roaring","Roaring River","Wild",13.5,13.7,"Headwaters ","One-quarter mile upstream of confluence with Clackamas WSR","USFS","No","Yes","No","No","Yes","Yes","Yes","Oregon","Botany, Water Quality","","Fish, Recreation, Scenery, Wildlife, Botany, Water Quality",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.255086992036232
"807",732,"98","98.2002","Roaring Wild and Scenic River","Roaring","Roaring River","Recreational",0.2,13.7,"One-quarter mile upstream of confluence with Clackamas WSR","Confluence with Clackamas WSR","USFS","No","Yes","No","No","Yes","Yes","Yes","Oregon","Botany, Water Quality","","Fish, Recreation, Scenery, Wildlife, Botany, Water Quality",NA," MT HOOD NATIONAL FOREST","CLACKAMAS",0.00455273858300365
"808",683,"66","66.2004","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Thompson Creek","Wild",7.3,61.4,"Thompson Creek - Origin in section 4, T8S, R9W","Confluence with Hubbard Creek","USFS","No","No","Yes","No","Yes","Yes","No","Alabama","","","Geologic, Recreation, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.137043525339641
"809",684,"66","66.2005","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Tedford Creek","Wild",2.1,61.4,"Tedford Creek - Section 17, T8S, R9W","Confluence with Thompson Creek","USFS","No","No","Yes","No","No","Yes","No","Alabama","","","Geologic, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.0361337344476239
"810",685,"66","66.2006","Sipsey Fork of the West Fork Wild and Scenic River","Sipsey Fork of the West Fork","Mattox Creek","Wild",1.8,61.4,"Mattox Creek - Section 36, T7S, R9W","Confluence with Thompson Creek","USFS","No","No","Yes","No","Yes","Yes","No","Alabama","","","Geologic, Recreation, Scenery",NA," NATIONAL FORESTS IN ALABAMA","LAWRENCE",0.0447932431388486
"811",533,"4","4.1001","Rio Grande Wild and Scenic River","Rio Grande","Rio Grande","Wild",NA,NA,"","","BLM","No","No","No","No","No","No","No","New Mexico","","","",NA,"","",0.450999116649765
"812",534,"4","4.6001","Rio Grande Wild and Scenic River","Rio Grande","Red River","Recreational",0.4,4.3,"N 1/2 Sec. 6, T28N, R12E, New Mexico Principle Meridian",".75 miles downstream from beginning point.","USFS","Yes","Yes","Yes","No","Yes","Yes","Yes","New Mexico","","","Cultural, Fish, Geologic, Recreation, Scenery, Wildlife",NA," CARSON NATIONAL FOREST","TAOS",0.0125085013956889
"813",535,"4","4.6002","Rio Grande Wild and Scenic River","Rio Grande","Red River","Wild",3.9,4.3,".75 miles downstream from beginning point.","Point at which Rio Grande River exits Carson National Forest lands.","USFS","Yes","Yes","Yes","No","Yes","Yes","Yes","New Mexico","","","Cultural, Fish, Geologic, Historic, Recreation, Scenery",NA," CARSON NATIONAL FOREST","TAOS",0.0530151440629102
"814",536,"4","4.6002","Rio Grande Wild and Scenic River","Rio Grande","Rio Grande","Wild",3.9,4.3,".75 miles downstream from beginning point.","Point at which Rio Grande River exits Carson National Forest lands.","USFS","Yes","Yes","Yes","No","Yes","Yes","Yes","New Mexico","","","Fish, Geologic, Recreation, Scenery, Wildlife",NA," CARSON NATIONAL FOREST","TAOS",0.0673442104476925
"815",537,"40","40.4001","Nowitna Wild and Scenic River","Nowitna","Nowitna River","Wild",NA,NA,"western boundary of Nowitna NWR","conflluence with Yukon River","FWS","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Alaska","","","Culture, Fish, Geologic, Historic, Recreation, Scenic, Wildlife",NA,"","",5.50074196300165
"816",538,"41","41.4001","Selawik Wild and Scenic River","Selawik","Selawik River","Wild",NA,NA,"headwaters in T12N, R10E Kateel River meridian","confluence with Kugarak River","FWS","Yes","Yes","Yes","No","Yes","No","No","Alaska","","","Cultural, Fish, Geologic, Recreation",NA,"","",4.77322520330675
"817",539,"42","42.4001","Sheenjek Wild and Scenic River","Sheenjek","Sheenjek River","Wild",NA,NA,"northern boundary of Arctic NWR","sountern boundary of Arctic NWR","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",5.22629267531189
"818",540,"43","43.4001","Wind Wild and Scenic River","Wind","Wind River","Wild",NA,NA,"source and headwaters","bouandry of Arctic NWR","FWS","No","No","No","No","No","No","No","Alaska","","","",NA,"","",2.73617880907069
"819",617,"48","48.1012","Fortymile Wild and Scenic River","Fortymile","South Fork Fortymile River","Scenic",NA,NA,"","","BLM","No","No","Yes","Yes","Yes","Yes","Yes","Alaska","","","Geologic, Historic, Recreation, Scenery, Wildlife",NA,"","",0.695333050446911
"820",618,"48","48.1013","Fortymile Wild and Scenic River","Fortymile","O'Brien Creek","Scenic",NA,NA,"","","BLM","No","No","Yes","No","No","Yes","No","Alaska","","","Geologic, Scenery",NA,"","",0.680598602369396
"821",619,"56","56.2002","Horsepasture Wild and Scenic River","Horsepasture","Hosrepasture River","Scenic",3.6,4.2,"Base of Drift Falls","Lake Jocassee","USFS","No","No","Yes","No","Yes","Yes","No","North Carolina","Botany","","Geologic, Recreation, Scenery, Botany",NA,"NANTAHALA NATIONAL FOREST","TRANSYLVANIA",0.0590882137371574
"822",620,"57","57.2001","Cache la Poudre Wild and Scenic River","Cache la Poudre ","Cache La Poudre River","Wild",9,64,"Rocky Mountain National Park boundary","Comanche Peak Wilderness boundary upstream from the Big South Trailhead","USFS","No","No","No","No","Yes","Yes","No","Colorado","Hydrology, Water Quality","","Recreation, Scenery, Hydrology, Water Quality",NA," ARAPAHO-ROOSEVELT NATIONAL FOREST","LARIMER",0.145493633618938
"823",733,"99","99.1001","Salmon Wild and Scenic River","Salmon","Salmon River","Scenic",NA,NA,"","","BLM","No","Yes","No","No","Yes","Yes","No","Oregon","Anadromous Fish, Wildlife, Hydrology, and Botany/Ecology","","Fish, Recreation, Scenery, Anadromous Fish, Wildlife, Hydrology, and Botany/Ecology",NA,"","",0.0845829577759046
